title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
Java EE 8 RESTful Web Services Cookbook,4.532544,43,81,2019-07-02,65.0,337,"A solution driven approach to REST web services with Java EE 8 using JAX-RS, JPA, CDI and Payara Micro app server",Java,2131
Complete JavaScript Course For Beginners to Master - 2019,3.6169145,43,73,2019-01-24,85.0,2081,Modern JavaScript with ES6 Standard,JavaScript,2290
Learn C# Programming For Absolute Beginners  From Scratch,4.303034,43,62,2021-06-07,65.0,1560,Learn C# from scratch with easy to follow lectures that you can code along with.,C#,1425
CSS Grid - Build Modern Real World websites fast (+projects),4.6434536,43,53,2021-11-16,45.0,430,Learn all the CSS Grid concepts and create professional responsive website designs - multiple website layout projects,CSS,1263
Python Object Oriented Programming (OOPs),4.5212913,43,29,2023-01-23,25.0,1466,Learn Python Object Oriented Programming step-by-step,Python,830
Android with PHP and MySQL,4.3619046,43,64,2019-11-09,65.0,215,"Build LogIn & Registration App With Android ,PHP & MySQL","PHP, MySQL",2001
Python Game Development with Pygame Zero for Beginners,4.170553,43,86,2020-08-23,6.0,254,"for beginners, kids or course tutors.",Python,1713
Java :Spring and Hibernate Restful web service crud,2.5157309,43,8,2017-11-18,42.0,1257,"learn how to create a restful web service using spring,hibernate and test crud operations on it",Java,2722
Time Series Analysis Real world use-cases in python,4.661029,43,41,2022-11-21,7.0,12337,"Learn how to Solve real World Business Problems. ,Build Time Series Models for Time Series Analysis & Forecasting",Python,893
Build 64 iOS9 projects in Swift. Build 50 apps and 14 games!,4.4178853,43,539,2019-06-12,33.0,1415,Learn to build career changing apps from scratch. Start your mobile development career today!,Swift,2151
Java Training Complete Course 2022,4.2645,43,52,2022-11-10,4.0,67578,"Learn Java Programming language with Java Complete Training Course for Java Beginners, Java Basics And Advanced Course",Java,904
Python Pandas Data Crash Course 2023 Learn by Doing.,3.7616384,43,37,2022-12-26,45.0,30479,"Speed up Data Analysis &amp; Visualization with Python Pandas, SQL and ChatGPT AI Generative Assistance.",Python,858
Qt6 C++ GUI & Mobile App Development,4.287158,43,170,2022-06-22,185.0,744,Learn how to build Graphical User Interface (GUI) applications and Android Applications with Qt6 and C++,C++,1045
"MERN Stack Development with React , Redux , Node 2021",4.4388685,43,138,2021-03-17,255.0,186,Learn MERN Stack Development with React + Redux as Front End and Node + Express as Backend By doing 15 Hands-On Projects,React,1507
Professional C#:  The Best Course on Intermediate C# coding,4.5927067,43,52,2021-09-23,45.0,289,"Build on your programming skills with Inheritance, Interfaces, Generics, LInQ and much more",C#,1317
"Full-Stack Web Development using Angular 10, Web API & SQL",4.421848,43,32,2020-07-30,15.0,363,"Learn to create a Web Application from scratch using Angular 10, ASP .NET Web API and Microsoft SQL Server.","SQL, Angular, Web Development",1737
Python Performance Optimization,4.4981017,43,17,2021-09-07,36.0,27285,Increase Execution Time,Python,1333
"Scripting for Beginner [Python, Ruby, Shell]",4.1014028,43,72,2016-08-09,65.0,495,Cover real time project and test data generation,"Python, Ruby",3188
Vue 3 and Laravel Authentication: Forgot and Reset Password,4.436407,43,22,2021-01-22,15.0,165,"Learn PHP 8, Laravel 8, Vue 3 Composition API, Laravel Sanctum, Send Emails with Mailhog, Typescript",Laravel,1561
"React, Next.js and Django: A Rapid Guide - Advanced",4.7373934,43,80,2021-04-05,85.0,584,"React with Typescript, Next.js, Redux, DRF 3.1, Docker, Redis, Stripe, Frontend & Backend Filtering","React, Next.js, Django",1488
"Python: Solved Interview Ques on Algorithms, Data Structures",4.2184277,43,116,2021-07-08,95.0,528,"Understanding The Solutions For Various Interview Questions On Algorithms, Data structures In Python",Python,1394
SQL & PostgreSQL: From Beginner to Pro in 2020,3.812443,43,27,2019-12-15,2.0,3879,SQL and PostgreSQL for complete beginners!,"SQL, PostgreSQL",1965
Selenium-Python: Code Management(GIT) + Jenkins Integration,4.486858,43,22,2020-11-01,2.0,3260,"Code management using Git, Github and Jenkins integration, Allure Reporting","Python, Git",1643
Python for Financial Markets Analysis,4.2187057,43,120,2022-03-07,19.0,1092,"By Ex-Bloomberg, Learn to use Real-World Python, Pandas, Statistics, Streamlit, Data Analysis on Stocks, Crypto and more",Python,1152
Ansible 2 for Security Automation and Implementing DevOps,3.880575,43,74,2019-04-17,95.0,443,"Learn Ansible 2 and perform security automation, CI/CD for software delivery using DevOps with Ansible.",Ansible,2207
Ultimate PHP & MySQL Web Development Course & OOP Coding,3.8688395,43,140,2019-11-25,10.0,7960,Become an In-demand PHP & MySQL Ninja by learning all the web developments features for creating websites,"PHP, MySQL, Web Development",1985
"Latest CMS Blog,Freelancing Services Template In PHP&MYSQLI.",3.7714725,43,302,2017-12-20,555.0,294,"Learn PHP From Scratch With A CMS Blog,Freelancing Services Template,Admin Panel & Voting System With Bootstrap 3 And 4.",PHP,2690
"Build A TodoList with Java, Spring Boot and React",4.24881,42,26,2022-06-16,2.0,6648,Build a Full Stack Todolist Application Fast and Easy,"Java, React, Spring Boot",1051
Build a Simple Calculator in React + JavaScript Foundations,4.594418,42,62,2022-07-31,3.0,45909,"Learn the Foundations of React and JavaScript by Building a Calculator. Includes JSX, Callbacks, Events, + More","JavaScript, React",1006
Building Applications with Blazor in .NET Core 3.1/.NET 5.0,4.4819674,42,48,2020-11-13,25.0,8072,Getting Started,.NET Core,1631
Complete C++ Programming Course  with OOP's Concept,3.9087708,42,138,2022-05-07,335.0,193,"Learn C++ Programming from very basics to OOP's topics like Inheritance, Polymorphism  with Linked List, Stacks , Queues",C++,1091
PHP and Wordpress for Beginners,4.0302153,42,81,2021-06-14,8.0,654,Learn PHP and Wordpress from scratch and Build websites and Applications,"PHP, WordPress",1418
"Machine Learning, Business analytics with R Programming & Py",4.3628883,42,114,2020-12-19,185.0,1390,"Machine learning, data science & business analytics with R & Python. Build models with rstudio, jupyter notebook & keras",Machine Learning,1595
Build and Secure Restful APIs with Nodejs and MongoDB,3.670648,42,44,2020-01-30,2.0,3202,"Learn how to build, secure and deploy RESTful Webservices with Node, Express, Mongoose, and PassportJs",MongoDB,1919
A Practical Guide to Alteryx for Data Science & Analytics,3.7060041,42,28,2019-05-13,3.0,223,Step by Step Guide to Alteryx Workflow Automation for Business Analytics with Data Science & Analysis,Data Science,2181
WordPress from Start to Finish - Become a Pro!,4.038985,42,39,2020-09-30,65.0,8272,A comprehensive WordPress course to take you from a very basic level to an advanced level.,WordPress,1675
PHP Programming Basics,4.3050175,42,27,2017-02-27,25.0,5970,Get your beak '|> wet with this nice little introduction to PHP programming.,PHP,2986
Xamarin iOS App in C# & Firebase,4.2910714,42,60,2017-11-26,55.0,2407,Developing a complete iPhone application using C Sharp in Xamarin Studio with Firebase backend,"C#, Firebase",2714
Learn Core JavaScript From the Ground Up:  2022 Edition,4.1536827,42,23,2022-09-03,25.0,7617,Teach you Core JavaScript like you're 5 ! From the ground up to mastery  step by step...,JavaScript,972
Become an Azure Container Hero,4.5147295,42,50,2020-06-03,25.0,331,"The guide to deploying containers on Microsoft Azure.  Azure Kubernetes, Web App for Containers, Docker and much more",Azure,1794
Learn Swift 4 in 3 Weeks - Beginners to Advanced Swift!,4.3882613,42,29,2017-07-27,5.0,3563,We'll be covering everything in Swift 4 from Beginner to Advanced Topics.,Swift,2836
Machine Learning and  Deep Learning Using TensorFlow,4.8059397,42,40,2022-04-03,10.0,621,"Artificial Intelligence (AI): Machine Learning,  Deep Neural Networks (DNN), and Convolution Neural Networks (CNN)",Machine Learning,1125
Practical Guide to Web Development,4.0388837,42,38,2016-04-29,2.0,2097,Get a Full Understanding of the Web Development Process and Technologies Used on the Internet Today,Web Development,3290
Python Data Course: Python for Data Analysis & Visualization,4.320796,42,59,2022-12-26,7.0,20157,"From Beginner to Advanced: Master the Data Analysis with Numpy, Pandas and ChatGPT Generative AI Asssistance.",Python,858
C++ Complete Training Course for Beginners 2022,4.0495276,43,30,2022-11-13,15.0,63296,Learn C++ Programming language with C++ Complete Training Course for C++ Beginners  C++ basics  And C++ Advanced,C++,901
C++ Multi-Threading And Thread Safety,4.0292034,42,4,2020-01-02,34.0,4323,Become A Multi-Threading Expert,C++,1947
The complete Python GUI with PySimpleGUI,4.051772,42,24,2022-01-28,4.0,10289,The complete Python GUI with PySimpleGUI will teach you how to build desktop applications with Python and PySimpleGUI,Python,1190
React ASP.NET Core Starter Guide,4.3246236,42,34,2019-09-14,3.0,205,Learn how to use React and ASP.NET Core to develop Web Apps,React,2057
Cloud Storage services on AWS and Microsoft Azure,3.7169423,42,23,2022-06-11,25.0,4648,AWS S3| EFS| Glacier| EBS | Storage Gateway| BloB | Disk |File |Table |Queue |Data Lake |StorSimple |Backup |Archive,"AWS, Azure",1056
Learn AWS with Python Boto3 - Hands On - 2023,2.3116071,42,29,2022-11-22,25.0,756,"Learn to manage AWS services like AWS S3, EC2, IAM, Comprehend, Translate, Transcribe and Rekognition with Python Boto3","Python, AWS",892
Design Patterns In PHP OOP for PHP Projects & Interviews,3.3384748,42,90,2022-08-13,6.0,528,Design Patterns In PHP OOP for PHP Projects PHP Design Patterns Interview Questions PHP OOP with GoF Design Patterns UML,PHP,993
Learn Complete Database Design With MySQL Database Project.,3.6216774,42,40,2018-09-17,5.0,213,Learn to master Complete Database Design  Step-By-Step using MySQL  DBMS . Build your First Professional Level Database,MySQL,2419
Vue JS and Python Django Full Stack Web Development Course,4.4589524,42,26,2021-08-03,5.0,12370,learn to create a full stack web application from scratch using Python Django and Vue JS.,"Python, Django, Web Development",1368
Binary Trees in Python: Traversals and Views,4.7975903,42,7,2022-02-23,42.0,1778,"Learn about Binary Trees, Its Different Traversals and Views",Python,1164
Wordpress Starting Kit: Build Your Site From Scratch,4.2877545,42,36,2015-10-13,4.0,1638,Wordpress Publishing: How to Build a Custom Wordpress Site from Scratch that Drives Traffic. Zero Coding.,WordPress,3489
MySQL: The Ultimate MySQL Course,4.042604,42,40,2022-06-14,3.0,163,"You'll learn MySQL skills, and leverage the power of MySQL to build powerful databases.",MySQL,1053
The Complete SQL Bootcamp for Beginner in 2023,3.8761094,42,41,2020-10-23,4.0,112,Learn how to use SQL effectively to analyse data,SQL,1652
"Java Generics, Collections Framework And Streams API",4.7392297,42,93,2022-08-08,55.0,404,"Learn about Data Structures in Collections, Generics and how to use Java Streams API for powerful operations.",Java,998
Master Important Data Structures and Algorithms in Java.,4.685172,42,126,2019-03-19,15.0,285,"Learn and Master Linked List, Stack, Queue, Hashtable, Heap, Graph, Graph Algorithms, Search Algorithm & Sort Algorithms",Java,2236
The Art of Doing:  Python Network Applications with Sockets!,4.8640594,43,61,2022-08-17,145.0,3974,"Create an online multiplayer game, AOL style chat room, and more!  Learn the socket, threading, json, Pygame modules!",Python,989
GraphQL with React & Node js - Real Time Private Chat App,4.700186,42,41,2022-04-04,65.0,1560,Master GraphQL by building real time web applications using React & Node js,"React, GraphQL",1124
2D Game Development W/ Javascript & CSS3- Create Memory Game,4.6471734,42,52,2021-11-16,8.0,777,Build a Randomized Memory Game with Timer - 2D Game Development - HTML5 & 2D CSS Animation (Transitions) - Javascript,JavaScript,1263
Basics of GIT - Source code management and version control,4.197773,42,16,2022-10-02,2.0,654,Perform practicle and learn all about version control and source code management.,Git,943
Complete CMS in PHP from Beginners to Pro (Blogger Clone),4.40525,42,179,2022-11-05,27.0,509,"Build a WordPress & Blogger like CMS & Learn, How to Create Multi Blogging Platform in PHP,PDO,JavaScript,MySQL",PHP,909
Python Game Development for Beginners,4.268651,42,34,2017-09-29,25.0,272,Create Interactive User Interfaces and Games with the Turtle Module,Python,2772
Web Application Development with Yii PHP Framework,3.2548487,42,26,2018-12-04,3.0,9221,Learn how to use Yii to develop a practical web application and its usage,PHP,2341
Beginning Selenium WebDriver Testing in Python,4.1913986,42,19,2018-08-27,2.0,138,"Use Selenium automation, to save you time when testing in Python",Python,2440
C++ Training Crash Course 2022,4.0241537,42,13,2022-11-19,37.0,43731,"Learn C++ Training Crash Course for Beginners, Learn C++ Basics In this C++ Crash Course",C++,895
Python Automation Made Easy!,4.0212502,42,111,2018-12-03,165.0,634,Leverage Python to automate your infrastructure & accomplish administrative task,Python,2342
Machine Learning Real World Case Studies | Hands-on Python,4.5891867,42,77,2022-11-19,15.0,10529,"Complete Beginner to Expert in ML-Data Visualization,EDA,Pandas, Numpy, Matplotlib, Seaborn,Statistics ,Scikit, NLP-NLTK","Python, Machine Learning",895
Writing CSS with {LESS} - Tutorial From Infinite Skills,3.3443546,41,25,2017-01-09,2.0,870,Learn How To Create Dynamic CSS Using LESS. This Course Will Teach You A Whole New Way To Use CSS - The Power Of LESS,CSS,3035
Angular and NestJS: A Practical Guide with Docker,4.072998,41,71,2021-04-08,65.0,295,"NestJS APIs, Angular 10, Typescript, TypeORM, MySQL, Login with HttpOnly Cookies, Export CSV, Upload Images","Angular, Docker",1485
React and Golang: A Practical Guide,4.4411235,41,70,2021-02-15,7.0,372,"Go APIs, React Hooks, Typescript, Redux, MySQL, Upload Images, Export CSV",React,1537
Algorithms in JavaScript  : Design techniques,4.451604,41,157,2022-09-13,175.0,1102,"Data Structures, Complexity Analysis,Recursion, backtracking, Dynamic Programming,Greedy algorithm, Divide and Conquer",JavaScript,962
